"Gene","Non-unique Gene name","Annotation","Number_pos_present_in","Number_neg_present_in","Number_pos_not_present_in","Number_neg_not_present_in","Sensitivity","Specificity","Odds_ratio","Naive_p","Bonferroni_p","Benjamini_H_p","Max_Pairwise_comparisons","Max_supporting_pairs","Max_opposing_pairs","Best_pairwise_comp_p","Worst_pairwise_comp_p"
"group_1465","","hypothetical protein","48","175","157","222","23.414634146341466","55.91939546599496","0.3878434940855323","5.390799559475191e-07","0.002394054084362932","8.550193158439043e-06","27","21","13","0.005924612283706665","1.0"
"dapH_3~~~dapH_1","dapH_3;dapH_1","2345-tetrahydropyridine-26-dicarboxylate N-acetyltransferase","134","174","71","223","65.3658536585366","56.17128463476071","2.418811720900113","5.590665111190847e-07","0.0024828143758798553","8.690482037667487e-06","8","7","6","0.0703125","0.2890625"
"group_1947","","hypothetical protein","114","135","91","262","55.60975609756098","65.99496221662469","2.431257631257631","5.616231355124001e-07","0.0024941683448105687","8.690482037667487e-06","21","13","12","0.38331031799316406","0.6636238098144531"
"group_1359","","hypothetical protein","114","135","91","262","55.60975609756098","65.99496221662469","2.431257631257631","5.616231355124001e-07","0.0024941683448105687","8.690482037667487e-06","21","13","12","0.38331031799316406","0.6636238098144531"
"group_1213","","hypothetical protein","114","135","91","262","55.60975609756098","65.99496221662469","2.431257631257631","5.616231355124001e-07","0.0024941683448105687","8.690482037667487e-06","21","13","12","0.38331031799316406","0.6636238098144531"
"group_259","","hypothetical protein","114","135","91","262","55.60975609756098","65.99496221662469","2.431257631257631","5.616231355124001e-07","0.0024941683448105687","8.690482037667487e-06","21","13","12","0.38331031799316406","0.6636238098144531"
"gloC~~~gloB_2~~~gloB","gloC;gloB_2;gloB","Hydroxyacylglutathione hydrolase GloC;Hydroxyacylglutathione hydrolase","114","135","91","262","55.60975609756098","65.99496221662469","2.431257631257631","5.616231355124001e-07","0.0024941683448105687","8.690482037667487e-06","21","13","12","0.38331031799316406","0.6636238098144531"
"group_8","","hypothetical protein","114","135","91","262","55.60975609756098","65.99496221662469","2.431257631257631","5.616231355124001e-07","0.0024941683448105687","8.690482037667487e-06","21","13","12","0.38331031799316406","0.6636238098144531"
"group_1894","","hypothetical protein","7","66","198","331","3.414634146341464","83.37531486146096","0.17730333639424548","5.818924921186443e-07","0.0025841845574988993","8.972863046871179e-06","4","2","4","0.125","1.0"
"group_616","","hypothetical protein","96","104","109","293","46.82926829268293","73.80352644836272","2.4812985179957656","6.92632205462343e-07","0.003075979624458265","1.0643528112312336e-05","6","4","5","0.21875","0.6875"
