"Gene","Non-unique Gene name","Annotation","Number_pos_present_in","Number_neg_present_in","Number_pos_not_present_in","Number_neg_not_present_in","Sensitivity","Specificity","Odds_ratio","Naive_p","Bonferroni_p","Benjamini_H_p","Max_Pairwise_comparisons","Max_supporting_pairs","Max_opposing_pairs","Best_pairwise_comp_p","Worst_pairwise_comp_p"
"infB_1",";infB_1","hypothetical protein;Translation initiation factor IF-2","14","219","81","289","14.736842105263156","56.889763779527556","0.22808501042899826","7.175473238217325e-08","0.00031880627597399575","9.573762041261135e-07","19","8","15","0.0192108154296875","0.6476058959960938"
"group_1197","","IS30 family transposase ISSau5","14","219","81","289","14.736842105263156","56.889763779527556","0.22808501042899826","7.175473238217325e-08","0.00031880627597399575","9.573762041261135e-07","19","8","15","0.0192108154296875","0.6476058959960938"
"group_1166","","hypothetical protein","14","219","81","289","14.736842105263156","56.889763779527556","0.22808501042899826","7.175473238217325e-08","0.00031880627597399575","9.573762041261135e-07","19","8","15","0.0192108154296875","0.6476058959960938"
"group_1010","","hypothetical protein","14","219","81","289","14.736842105263156","56.889763779527556","0.22808501042899826","7.175473238217325e-08","0.00031880627597399575","9.573762041261135e-07","19","8","15","0.0192108154296875","0.6476058959960938"
"group_777","","hypothetical protein","14","219","81","289","14.736842105263156","56.889763779527556","0.22808501042899826","7.175473238217325e-08","0.00031880627597399575","9.573762041261135e-07","19","8","15","0.0192108154296875","0.6476058959960938"
"group_701","","hypothetical protein;putative autolysin LDP","14","219","81","289","14.736842105263156","56.889763779527556","0.22808501042899826","7.175473238217325e-08","0.00031880627597399575","9.573762041261135e-07","19","8","15","0.0192108154296875","0.6476058959960938"
"group_253","","hypothetical protein","14","219","81","289","14.736842105263156","56.889763779527556","0.22808501042899826","7.175473238217325e-08","0.00031880627597399575","9.573762041261135e-07","20","9","15","0.04138946533203125","0.8238029479980469"
"group_1993","","hypothetical protein","57","154","38","354","60.0","69.68503937007874","3.448051948051948","7.330992247224447e-08","0.0003257159855441822","9.751975615095275e-07","16","6","12","0.076812744140625","0.454498291015625"
"lpl2_6","lpl2_6","putative lipoprotein","2","118","93","390","2.1052631578947367","76.77165354330708","0.07107709130672499","7.780825351847519e-08","0.00034570207038258526","1.0319464787539858e-06","4","1","3","0.625","0.625"
"group_1820","","hypothetical protein","2","116","93","392","2.1052631578947367","77.16535433070865","0.07267334074898035","7.950601146077703e-08","0.0003532452089202323","1.0513250265483104e-06","7","2","6","0.125","0.453125"
"group_1288","","hypothetical protein","26","291","69","217","27.368421052631582","42.71653543307087","0.28099008914786594","8.744285006860989e-08","0.00038850858285483376","1.1528444595098925e-06","18","9","12","0.237884521484375","1.0"
"group_2249","","hypothetical protein","72","236","23","272","75.78947368421053","53.54330708661418","3.6079587324981577","1.0273202538682831e-07","0.00045643838879367817","1.342465849393171e-06","7","5","6","0.125","0.453125"
"group_816","","hypothetical protein","72","236","23","272","75.78947368421053","53.54330708661418","3.6079587324981577","1.0273202538682831e-07","0.00045643838879367817","1.342465849393171e-06","7","5","6","0.125","0.453125"
