"Gene","Non-unique Gene name","Annotation","Number_pos_present_in","Number_neg_present_in","Number_pos_not_present_in","Number_neg_not_present_in","Sensitivity","Specificity","Odds_ratio","Naive_p","Bonferroni_p","Benjamini_H_p","Max_Pairwise_comparisons","Max_supporting_pairs","Max_opposing_pairs","Best_pairwise_comp_p","Worst_pairwise_comp_p"
"group_935","","hypothetical protein","139","256","22","186","86.33540372670807","42.081447963800905","4.5905539772727275","1.192159415705029e-11","5.296764283977444e-08","4.3774911437830113e-10","8","6","6","0.2890625","0.2890625"
"group_1569","","hypothetical protein","13","150","148","292","8.074534161490684","66.06334841628959","0.170990990990991","1.2923895378110703e-11","5.742086716494585e-08","4.706628456143103e-10","19","8","13","0.1670684814453125","0.6476058959960938"
"sarT","sarT","HTH-type transcriptional regulator SarT","158","343","3","99","98.13664596273291","22.39819004524887","15.201166180758017","1.3344205362875705e-11","5.928830442725676e-08","4.820187351809493e-10","7","6","2","0.125","0.453125"
"group_1447","","hypothetical protein","78","87","83","355","48.4472049689441","80.31674208144797","3.834648940589946","1.4538756589144752e-11","6.459569552557014e-08","5.209330284320172e-10","24","17","9","0.06391465663909912","0.30745625495910645"
"group_1150","","hypothetical protein","40","21","121","421","24.84472049689441","95.24886877828054","6.627312081857537","1.7177366063285835e-11","7.631903741917896e-08","6.105522993534317e-10","11","3","10","0.01171875","0.2265625"
"sasG_1~~~sasG_2~~~sasG",";sasG_1;sasG_2;sasG","hypothetical protein;Surface protein G;Putative surface protein","158","344","3","98","98.13664596273291","22.171945701357465","15.003875968992247","2.4520635102530427e-11","1.0894518176054269e-07","8.463264980858324e-10","6","5","2","0.21875","0.6875"
"sarU_2~~~sarU_1~~~sarU","sarU_2;sarU_1;sarU","HTH-type transcriptional regulator SarU","158","344","3","98","98.13664596273291","22.171945701357465","15.003875968992247","2.4520635102530427e-11","1.0894518176054269e-07","8.463264980858324e-10","6","5","2","0.21875","0.6875"
"group_1012","","hypothetical protein","158","345","3","97","98.13664596273291","21.945701357466064","14.807729468599033","2.457261270607076e-11","1.0917611825307239e-07","8.463264980858324e-10","4","3","2","0.625","1.0"
"group_567",";entS","hypothetical protein;Enterobactin exporter EntS","158","345","3","97","98.13664596273291","21.945701357466064","14.807729468599033","2.457261270607076e-11","1.0917611825307239e-07","8.463264980858324e-10","4","3","2","0.625","1.0"
"group_2461","","hypothetical protein","2","91","159","351","1.2422360248447204","79.41176470588235","0.04851752021563342","2.6170792165913965e-11","1.1627682959315575e-07","8.944371507165827e-10","3","2","3","0.25","1.0"
